Time_Sec,UTC,Latitude,Longitude,Smoothed_Latitude,Smoothed_Longitude,UTM_X,UTM_Y,UTM_Z,Smoothed_UTM_X,Smoothed_UTM_Y,Yaw_Deg,Target_WP_Index,Target_WP_X,Target_WP_Y,Target_Latitude,Target_Longitude,Command_V,Command_W,Left_RPM,Right_RPM,Actual_Left_RPM,Actual_Right_RPM,Left_DAC,Right_DAC,RTK_Fix_Status
0.036,060434.00,10.48525200,76.44418500,10.48525200,76.44418500,658051.634,1159426.679,108.00,658051.634,1159426.679,110.3,1,658051.140,1159428.015,10.48526117,76.44418217,0.000,0.520,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.070,060434.00,10.48525200,76.44418500,10.48525200,76.44418500,658051.634,1159426.679,108.00,658051.634,1159426.679,110.3,1,658051.140,1159428.015,10.48526117,76.44418217,0.000,0.520,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.125,060434.00,10.48525200,76.44418500,10.48525200,76.44418500,658051.634,1159426.679,108.00,658051.634,1159426.679,110.3,1,658051.140,1159428.015,10.48526117,76.44418217,0.000,0.520,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.171,060434.20,10.48525200,76.44418500,10.48525200,76.44418500,658051.574,1159426.652,108.00,658051.610,1159426.669,110.3,1,658051.140,1159428.015,10.48526117,76.44418217,0.000,0.624,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.224,060434.20,10.48525200,76.44418500,10.48525200,76.44418500,658051.574,1159426.652,108.00,658051.595,1159426.662,110.3,1,658051.140,1159428.015,10.48526117,76.44418217,0.000,0.624,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.278,060434.20,10.48525200,76.44418500,10.48525200,76.44418500,658051.574,1159426.652,108.00,658051.587,1159426.658,110.3,1,658051.140,1159428.015,10.48526117,76.44418217,0.000,0.624,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.325,060434.20,10.48525200,76.44418500,10.48525200,76.44418500,658051.574,1159426.652,108.00,658051.581,1159426.656,110.3,1,658051.140,1159428.015,10.48526117,76.44418217,0.000,0.624,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.379,060434.40,10.48525200,76.44418500,10.48525200,76.44418500,658051.574,1159426.652,108.00,658051.578,1159426.655,110.3,1,658051.140,1159428.015,10.48526117,76.44418217,0.000,0.645,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.424,060434.40,10.48525200,76.44418500,10.48525200,76.44418500,658051.574,1159426.652,108.00,658051.576,1159426.654,110.3,1,658051.140,1159428.015,10.48526117,76.44418217,0.000,0.645,0.0,0.0,0.0,0.0,0,0,RTK FIXED
0.479,060434.40,10.48525200,76.44418500,10.48525200,76.44418500,658051.574,1159426.652,108.00,658051.575,1159426.653,110.3,1,658051.140,1159428.015,10.48526117,76.44418217,0.000,0.645,0.0,0.0,0.0,0.0,0,0,RTK FIXED
